ID,Date,StoreID,MachineType,Amount,Revenue,Revenue ShopA,Revenue ShopB,Revenue ShopC,RO ShopA,RO ShopB,RO ShopC,Alkaline ShopA,Alkaline ShopB,Alkaline ShopC,Hydrogen ShopA,Hydrogen ShopB,Hydrogen ShopC,Ice ShopA,Ice ShopB,Ice ShopC,UV ShopA,UV ShopB,UV ShopC,Mineral ShopA,Mineral ShopB,Mineral ShopC
PAY-04501,2025-03-16,ShopC,RO,25.48,,,,,,,,,,,,,,,,,,,,,,
PAY-04502,2025-03-16,ShopC,RO,6.9,,,,,,,,,,,,,,,,,,,,,,
PAY-04503,2025-03-16,ShopC,RO,20.26,,,,,,,,,,,,,,,,,,,,,,
PAY-04504,2025-03-16,ShopC,Hydrogen,37.48,,,,,,,,,,,,,,,,,,,,,,
PAY-04505,2025-03-16,ShopC,Ice,11.23,,,,,,,,,,,,,,,,,,,,,,
PAY-04506,2025-03-16,ShopC,Ice,18.07,,,,,,,,,,,,,,,,,,,,,,
PAY-04507,2025-03-16,ShopC,Ice,21.02,,,,,,,,,,,,,,,,,,,,,,
PAY-04508,2025-03-16,ShopC,UV,27.12,,,,,,,,,,,,,,,,,,,,,,
PAY-04509,2025-03-16,ShopC,Mineral,12.08,,,,,,,,,,,,,,,,,,,,,,
PAY-04510,2025-03-16,ShopC,Mineral,9.45,,,,,,,,,,,,,,,,,,,,,,
PAY-04511,2025-03-17,ShopA,Alkaline,24.9,,,,,,,,,,,,,,,,,,,,,,
PAY-04512,2025-03-17,ShopA,Alkaline,14.82,,,,,,,,,,,,,,,,,,,,,,
PAY-04513,2025-03-17,ShopA,Alkaline,8.89,,,,,,,,,,,,,,,,,,,,,,
PAY-04514,2025-03-17,ShopA,Alkaline,21.29,,,,,,,,,,,,,,,,,,,,,,
PAY-04515,2025-03-17,ShopA,Alkaline,19.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04516,2025-03-17,ShopA,RO,12.69,,,,,,,,,,,,,,,,,,,,,,
PAY-04517,2025-03-17,ShopA,RO,15.33,,,,,,,,,,,,,,,,,,,,,,
PAY-04518,2025-03-17,ShopA,Hydrogen,32.63,,,,,,,,,,,,,,,,,,,,,,
PAY-04519,2025-03-17,ShopA,Ice,38.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04520,2025-03-17,ShopA,Ice,36.7,,,,,,,,,,,,,,,,,,,,,,
PAY-04521,2025-03-17,ShopA,Ice,25.23,,,,,,,,,,,,,,,,,,,,,,
PAY-04522,2025-03-17,ShopA,Ice,24.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04523,2025-03-17,ShopA,Ice,13.04,,,,,,,,,,,,,,,,,,,,,,
PAY-04524,2025-03-17,ShopA,UV,34.99,,,,,,,,,,,,,,,,,,,,,,
PAY-04525,2025-03-17,ShopA,UV,22.12,,,,,,,,,,,,,,,,,,,,,,
PAY-04526,2025-03-17,ShopA,UV,39.85,,,,,,,,,,,,,,,,,,,,,,
PAY-04527,2025-03-17,ShopA,Mineral,21.57,,,,,,,,,,,,,,,,,,,,,,
PAY-04528,2025-03-17,ShopA,Mineral,21.2,,,,,,,,,,,,,,,,,,,,,,
PAY-04529,2025-03-17,ShopA,Mineral,5.51,,,,,,,,,,,,,,,,,,,,,,
PAY-04530,2025-03-17,ShopA,Mineral,19.98,,,,,,,,,,,,,,,,,,,,,,
PAY-04531,2025-03-17,ShopB,Alkaline,13.67,,,,,,,,,,,,,,,,,,,,,,
PAY-04532,2025-03-17,ShopB,RO,25.28,,,,,,,,,,,,,,,,,,,,,,
PAY-04533,2025-03-17,ShopB,RO,36.21,,,,,,,,,,,,,,,,,,,,,,
PAY-04534,2025-03-17,ShopB,RO,25.71,,,,,,,,,,,,,,,,,,,,,,
PAY-04535,2025-03-17,ShopB,Hydrogen,36.98,,,,,,,,,,,,,,,,,,,,,,
PAY-04536,2025-03-17,ShopB,UV,39.31,,,,,,,,,,,,,,,,,,,,,,
PAY-04537,2025-03-17,ShopB,UV,6.4,,,,,,,,,,,,,,,,,,,,,,
PAY-04538,2025-03-17,ShopB,UV,21.47,,,,,,,,,,,,,,,,,,,,,,
PAY-04539,2025-03-17,ShopB,Mineral,6.18,,,,,,,,,,,,,,,,,,,,,,
PAY-04540,2025-03-17,ShopB,Mineral,23.59,,,,,,,,,,,,,,,,,,,,,,
PAY-04541,2025-03-17,ShopB,Mineral,21.77,,,,,,,,,,,,,,,,,,,,,,
PAY-04542,2025-03-17,ShopB,Mineral,32.93,,,,,,,,,,,,,,,,,,,,,,
PAY-04543,2025-03-17,ShopC,RO,22.33,,,,,,,,,,,,,,,,,,,,,,
PAY-04544,2025-03-17,ShopC,RO,7.91,,,,,,,,,,,,,,,,,,,,,,
PAY-04545,2025-03-17,ShopC,RO,31.36,,,,,,,,,,,,,,,,,,,,,,
PAY-04546,2025-03-17,ShopC,Hydrogen,30.61,,,,,,,,,,,,,,,,,,,,,,
PAY-04547,2025-03-17,ShopC,Hydrogen,38.25,,,,,,,,,,,,,,,,,,,,,,
PAY-04548,2025-03-17,ShopC,Hydrogen,9.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04549,2025-03-17,ShopC,Hydrogen,15.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04550,2025-03-17,ShopC,Hydrogen,27.67,,,,,,,,,,,,,,,,,,,,,,
PAY-04551,2025-03-17,ShopC,Mineral,28.42,,,,,,,,,,,,,,,,,,,,,,
PAY-04552,2025-03-17,ShopC,Mineral,10.66,,,,,,,,,,,,,,,,,,,,,,
PAY-04553,2025-03-17,ShopC,Mineral,21.07,,,,,,,,,,,,,,,,,,,,,,
PAY-04554,2025-03-18,ShopA,Alkaline,31.16,,,,,,,,,,,,,,,,,,,,,,
PAY-04555,2025-03-18,ShopA,Alkaline,5.85,,,,,,,,,,,,,,,,,,,,,,
PAY-04556,2025-03-18,ShopA,Alkaline,20.92,,,,,,,,,,,,,,,,,,,,,,
PAY-04557,2025-03-18,ShopA,Alkaline,32.01,,,,,,,,,,,,,,,,,,,,,,
PAY-04558,2025-03-18,ShopA,RO,19.19,,,,,,,,,,,,,,,,,,,,,,
PAY-04559,2025-03-18,ShopA,RO,32.65,,,,,,,,,,,,,,,,,,,,,,
PAY-04560,2025-03-18,ShopA,RO,17.96,,,,,,,,,,,,,,,,,,,,,,
PAY-04561,2025-03-18,ShopA,RO,21.25,,,,,,,,,,,,,,,,,,,,,,
PAY-04562,2025-03-18,ShopA,RO,27.17,,,,,,,,,,,,,,,,,,,,,,
PAY-04563,2025-03-18,ShopA,Hydrogen,7.47,,,,,,,,,,,,,,,,,,,,,,
PAY-04564,2025-03-18,ShopA,Hydrogen,36.27,,,,,,,,,,,,,,,,,,,,,,
PAY-04565,2025-03-18,ShopA,Hydrogen,16.65,,,,,,,,,,,,,,,,,,,,,,
PAY-04566,2025-03-18,ShopA,Hydrogen,6.14,,,,,,,,,,,,,,,,,,,,,,
PAY-04567,2025-03-18,ShopA,Hydrogen,19.91,,,,,,,,,,,,,,,,,,,,,,
PAY-04568,2025-03-18,ShopA,Ice,29.43,,,,,,,,,,,,,,,,,,,,,,
PAY-04569,2025-03-18,ShopA,Ice,26.44,,,,,,,,,,,,,,,,,,,,,,
PAY-04570,2025-03-18,ShopA,UV,32.81,,,,,,,,,,,,,,,,,,,,,,
PAY-04571,2025-03-18,ShopA,UV,32.57,,,,,,,,,,,,,,,,,,,,,,
PAY-04572,2025-03-18,ShopA,UV,7.83,,,,,,,,,,,,,,,,,,,,,,
PAY-04573,2025-03-18,ShopA,UV,35.83,,,,,,,,,,,,,,,,,,,,,,
PAY-04574,2025-03-18,ShopA,Mineral,37.63,,,,,,,,,,,,,,,,,,,,,,
PAY-04575,2025-03-18,ShopA,Mineral,23.02,,,,,,,,,,,,,,,,,,,,,,
PAY-04576,2025-03-18,ShopA,Mineral,36.85,,,,,,,,,,,,,,,,,,,,,,
PAY-04577,2025-03-18,ShopA,Mineral,17.74,,,,,,,,,,,,,,,,,,,,,,
PAY-04578,2025-03-18,ShopA,Mineral,6.8,,,,,,,,,,,,,,,,,,,,,,
PAY-04579,2025-03-18,ShopB,Alkaline,17.8,,,,,,,,,,,,,,,,,,,,,,
PAY-04580,2025-03-18,ShopB,Alkaline,26.67,,,,,,,,,,,,,,,,,,,,,,
PAY-04581,2025-03-18,ShopB,Alkaline,17.79,,,,,,,,,,,,,,,,,,,,,,
PAY-04582,2025-03-18,ShopB,RO,27.69,,,,,,,,,,,,,,,,,,,,,,
PAY-04583,2025-03-18,ShopB,Hydrogen,7.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04584,2025-03-18,ShopB,Hydrogen,29.83,,,,,,,,,,,,,,,,,,,,,,
PAY-04585,2025-03-18,ShopB,Hydrogen,12.16,,,,,,,,,,,,,,,,,,,,,,
PAY-04586,2025-03-18,ShopB,Hydrogen,39.34,,,,,,,,,,,,,,,,,,,,,,
PAY-04587,2025-03-18,ShopB,Hydrogen,13.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04588,2025-03-18,ShopB,UV,21.75,,,,,,,,,,,,,,,,,,,,,,
PAY-04589,2025-03-18,ShopB,UV,37.87,,,,,,,,,,,,,,,,,,,,,,
PAY-04590,2025-03-18,ShopB,UV,25.3,,,,,,,,,,,,,,,,,,,,,,
PAY-04591,2025-03-18,ShopB,UV,38.57,,,,,,,,,,,,,,,,,,,,,,
PAY-04592,2025-03-18,ShopB,UV,12.34,,,,,,,,,,,,,,,,,,,,,,
PAY-04593,2025-03-18,ShopB,Mineral,31.63,,,,,,,,,,,,,,,,,,,,,,
PAY-04594,2025-03-18,ShopB,Mineral,16.22,,,,,,,,,,,,,,,,,,,,,,
PAY-04595,2025-03-18,ShopB,Mineral,36.43,,,,,,,,,,,,,,,,,,,,,,
PAY-04596,2025-03-18,ShopB,Mineral,22.62,,,,,,,,,,,,,,,,,,,,,,
PAY-04597,2025-03-18,ShopB,Mineral,19.8,,,,,,,,,,,,,,,,,,,,,,
PAY-04598,2025-03-18,ShopC,Hydrogen,17.08,,,,,,,,,,,,,,,,,,,,,,
PAY-04599,2025-03-18,ShopC,Hydrogen,22.02,,,,,,,,,,,,,,,,,,,,,,
PAY-04600,2025-03-18,ShopC,Ice,34.03,,,,,,,,,,,,,,,,,,,,,,
PAY-04601,2025-03-18,ShopC,Ice,21.46,,,,,,,,,,,,,,,,,,,,,,
PAY-04602,2025-03-18,ShopC,Ice,23.62,,,,,,,,,,,,,,,,,,,,,,
PAY-04603,2025-03-18,ShopC,Ice,33.89,,,,,,,,,,,,,,,,,,,,,,
PAY-04604,2025-03-18,ShopC,UV,20.82,,,,,,,,,,,,,,,,,,,,,,
PAY-04605,2025-03-18,ShopC,UV,17.89,,,,,,,,,,,,,,,,,,,,,,
PAY-04606,2025-03-18,ShopC,Mineral,38.09,,,,,,,,,,,,,,,,,,,,,,
PAY-04607,2025-03-18,ShopC,Mineral,33.31,,,,,,,,,,,,,,,,,,,,,,
PAY-04608,2025-03-18,ShopC,Mineral,37.93,,,,,,,,,,,,,,,,,,,,,,
PAY-04609,2025-03-18,ShopC,Mineral,7.3,,,,,,,,,,,,,,,,,,,,,,
PAY-04610,2025-03-18,ShopC,Mineral,36.22,,,,,,,,,,,,,,,,,,,,,,
PAY-04611,2025-03-19,ShopA,Alkaline,8.06,,,,,,,,,,,,,,,,,,,,,,
PAY-04612,2025-03-19,ShopA,Alkaline,18.67,,,,,,,,,,,,,,,,,,,,,,
PAY-04613,2025-03-19,ShopA,Alkaline,11.26,,,,,,,,,,,,,,,,,,,,,,
PAY-04614,2025-03-19,ShopA,Ice,14.66,,,,,,,,,,,,,,,,,,,,,,
PAY-04615,2025-03-19,ShopA,UV,10.18,,,,,,,,,,,,,,,,,,,,,,
PAY-04616,2025-03-19,ShopA,UV,10.27,,,,,,,,,,,,,,,,,,,,,,
PAY-04617,2025-03-19,ShopA,UV,12.15,,,,,,,,,,,,,,,,,,,,,,
PAY-04618,2025-03-19,ShopA,UV,38.32,,,,,,,,,,,,,,,,,,,,,,
PAY-04619,2025-03-19,ShopA,UV,5.79,,,,,,,,,,,,,,,,,,,,,,
PAY-04620,2025-03-19,ShopA,Mineral,38.94,,,,,,,,,,,,,,,,,,,,,,
PAY-04621,2025-03-19,ShopA,Mineral,23.95,,,,,,,,,,,,,,,,,,,,,,
PAY-04622,2025-03-19,ShopA,Mineral,9.62,,,,,,,,,,,,,,,,,,,,,,
PAY-04623,2025-03-19,ShopB,Alkaline,19.7,,,,,,,,,,,,,,,,,,,,,,
PAY-04624,2025-03-19,ShopB,Alkaline,30.82,,,,,,,,,,,,,,,,,,,,,,
PAY-04625,2025-03-19,ShopB,Hydrogen,11.62,,,,,,,,,,,,,,,,,,,,,,
PAY-04626,2025-03-19,ShopB,Hydrogen,5.77,,,,,,,,,,,,,,,,,,,,,,
PAY-04627,2025-03-19,ShopB,Ice,34.22,,,,,,,,,,,,,,,,,,,,,,
PAY-04628,2025-03-19,ShopB,UV,27.56,,,,,,,,,,,,,,,,,,,,,,
PAY-04629,2025-03-19,ShopB,UV,19.41,,,,,,,,,,,,,,,,,,,,,,
PAY-04630,2025-03-19,ShopB,UV,17.0,,,,,,,,,,,,,,,,,,,,,,
PAY-04631,2025-03-19,ShopB,UV,27.61,,,,,,,,,,,,,,,,,,,,,,
PAY-04632,2025-03-19,ShopB,Mineral,22.02,,,,,,,,,,,,,,,,,,,,,,
PAY-04633,2025-03-19,ShopB,Mineral,28.3,,,,,,,,,,,,,,,,,,,,,,
PAY-04634,2025-03-19,ShopC,Alkaline,34.47,,,,,,,,,,,,,,,,,,,,,,
PAY-04635,2025-03-19,ShopC,Alkaline,20.58,,,,,,,,,,,,,,,,,,,,,,
PAY-04636,2025-03-19,ShopC,Alkaline,15.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04637,2025-03-19,ShopC,Alkaline,9.62,,,,,,,,,,,,,,,,,,,,,,
PAY-04638,2025-03-19,ShopC,RO,11.01,,,,,,,,,,,,,,,,,,,,,,
PAY-04639,2025-03-19,ShopC,RO,14.1,,,,,,,,,,,,,,,,,,,,,,
PAY-04640,2025-03-19,ShopC,Hydrogen,18.02,,,,,,,,,,,,,,,,,,,,,,
PAY-04641,2025-03-19,ShopC,Hydrogen,15.09,,,,,,,,,,,,,,,,,,,,,,
PAY-04642,2025-03-19,ShopC,Hydrogen,34.59,,,,,,,,,,,,,,,,,,,,,,
PAY-04643,2025-03-19,ShopC,Ice,17.36,,,,,,,,,,,,,,,,,,,,,,
PAY-04644,2025-03-19,ShopC,UV,38.47,,,,,,,,,,,,,,,,,,,,,,
PAY-04645,2025-03-19,ShopC,UV,26.65,,,,,,,,,,,,,,,,,,,,,,
PAY-04646,2025-03-19,ShopC,UV,10.63,,,,,,,,,,,,,,,,,,,,,,
PAY-04647,2025-03-19,ShopC,Mineral,14.98,,,,,,,,,,,,,,,,,,,,,,
PAY-04648,2025-03-19,ShopC,Mineral,39.06,,,,,,,,,,,,,,,,,,,,,,
PAY-04649,2025-03-19,ShopC,Mineral,34.38,,,,,,,,,,,,,,,,,,,,,,
PAY-04650,2025-03-19,ShopC,Mineral,29.25,,,,,,,,,,,,,,,,,,,,,,
PAY-04651,2025-03-20,ShopA,Alkaline,32.81,,,,,,,,,,,,,,,,,,,,,,
PAY-04652,2025-03-20,ShopA,Alkaline,10.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04653,2025-03-20,ShopA,Alkaline,9.09,,,,,,,,,,,,,,,,,,,,,,
PAY-04654,2025-03-20,ShopA,Alkaline,39.78,,,,,,,,,,,,,,,,,,,,,,
PAY-04655,2025-03-20,ShopA,Alkaline,25.11,,,,,,,,,,,,,,,,,,,,,,
PAY-04656,2025-03-20,ShopA,RO,14.11,,,,,,,,,,,,,,,,,,,,,,
PAY-04657,2025-03-20,ShopA,RO,11.46,,,,,,,,,,,,,,,,,,,,,,
PAY-04658,2025-03-20,ShopA,RO,24.69,,,,,,,,,,,,,,,,,,,,,,
PAY-04659,2025-03-20,ShopA,Ice,16.09,,,,,,,,,,,,,,,,,,,,,,
PAY-04660,2025-03-20,ShopA,Ice,17.03,,,,,,,,,,,,,,,,,,,,,,
PAY-04661,2025-03-20,ShopA,Ice,18.05,,,,,,,,,,,,,,,,,,,,,,
PAY-04662,2025-03-20,ShopA,Ice,23.9,,,,,,,,,,,,,,,,,,,,,,
PAY-04663,2025-03-20,ShopA,Ice,10.69,,,,,,,,,,,,,,,,,,,,,,
PAY-04664,2025-03-20,ShopA,UV,9.25,,,,,,,,,,,,,,,,,,,,,,
PAY-04665,2025-03-20,ShopA,UV,5.87,,,,,,,,,,,,,,,,,,,,,,
PAY-04666,2025-03-20,ShopA,Mineral,31.9,,,,,,,,,,,,,,,,,,,,,,
PAY-04667,2025-03-20,ShopA,Mineral,38.17,,,,,,,,,,,,,,,,,,,,,,
PAY-04668,2025-03-20,ShopA,Mineral,37.47,,,,,,,,,,,,,,,,,,,,,,
PAY-04669,2025-03-20,ShopB,Alkaline,5.15,,,,,,,,,,,,,,,,,,,,,,
PAY-04670,2025-03-20,ShopB,RO,24.12,,,,,,,,,,,,,,,,,,,,,,
PAY-04671,2025-03-20,ShopB,RO,22.76,,,,,,,,,,,,,,,,,,,,,,
PAY-04672,2025-03-20,ShopB,RO,27.65,,,,,,,,,,,,,,,,,,,,,,
PAY-04673,2025-03-20,ShopB,RO,15.34,,,,,,,,,,,,,,,,,,,,,,
PAY-04674,2025-03-20,ShopB,RO,36.36,,,,,,,,,,,,,,,,,,,,,,
PAY-04675,2025-03-20,ShopB,Hydrogen,28.34,,,,,,,,,,,,,,,,,,,,,,
PAY-04676,2025-03-20,ShopB,Hydrogen,32.99,,,,,,,,,,,,,,,,,,,,,,
PAY-04677,2025-03-20,ShopB,Hydrogen,30.5,,,,,,,,,,,,,,,,,,,,,,
PAY-04678,2025-03-20,ShopB,Hydrogen,37.28,,,,,,,,,,,,,,,,,,,,,,
PAY-04679,2025-03-20,ShopB,Ice,29.12,,,,,,,,,,,,,,,,,,,,,,
PAY-04680,2025-03-20,ShopB,Ice,30.61,,,,,,,,,,,,,,,,,,,,,,
PAY-04681,2025-03-20,ShopB,Mineral,28.73,,,,,,,,,,,,,,,,,,,,,,
PAY-04682,2025-03-20,ShopC,RO,5.87,,,,,,,,,,,,,,,,,,,,,,
PAY-04683,2025-03-20,ShopC,RO,26.61,,,,,,,,,,,,,,,,,,,,,,
PAY-04684,2025-03-20,ShopC,Hydrogen,20.61,,,,,,,,,,,,,,,,,,,,,,
PAY-04685,2025-03-20,ShopC,UV,6.93,,,,,,,,,,,,,,,,,,,,,,
PAY-04686,2025-03-20,ShopC,UV,27.45,,,,,,,,,,,,,,,,,,,,,,
PAY-04687,2025-03-20,ShopC,Mineral,23.43,,,,,,,,,,,,,,,,,,,,,,
PAY-04688,2025-03-20,ShopC,Mineral,32.34,,,,,,,,,,,,,,,,,,,,,,
PAY-04689,2025-03-20,ShopC,Mineral,31.85,,,,,,,,,,,,,,,,,,,,,,
PAY-04690,2025-03-20,ShopC,Mineral,11.85,,,,,,,,,,,,,,,,,,,,,,
PAY-04691,2025-03-21,ShopA,RO,34.73,,,,,,,,,,,,,,,,,,,,,,
PAY-04692,2025-03-21,ShopA,RO,28.7,,,,,,,,,,,,,,,,,,,,,,
PAY-04693,2025-03-21,ShopA,RO,38.52,,,,,,,,,,,,,,,,,,,,,,
PAY-04694,2025-03-21,ShopA,RO,39.15,,,,,,,,,,,,,,,,,,,,,,
PAY-04695,2025-03-21,ShopA,Hydrogen,11.81,,,,,,,,,,,,,,,,,,,,,,
PAY-04696,2025-03-21,ShopA,Hydrogen,16.12,,,,,,,,,,,,,,,,,,,,,,
PAY-04697,2025-03-21,ShopA,Hydrogen,26.18,,,,,,,,,,,,,,,,,,,,,,
PAY-04698,2025-03-21,ShopA,UV,17.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04699,2025-03-21,ShopA,UV,10.18,,,,,,,,,,,,,,,,,,,,,,
PAY-04700,2025-03-21,ShopA,UV,34.88,,,,,,,,,,,,,,,,,,,,,,
PAY-04701,2025-03-21,ShopA,UV,17.94,,,,,,,,,,,,,,,,,,,,,,
PAY-04702,2025-03-21,ShopA,UV,18.05,,,,,,,,,,,,,,,,,,,,,,
PAY-04703,2025-03-21,ShopA,Mineral,17.07,,,,,,,,,,,,,,,,,,,,,,
PAY-04704,2025-03-21,ShopA,Mineral,15.78,,,,,,,,,,,,,,,,,,,,,,
PAY-04705,2025-03-21,ShopB,Alkaline,35.6,,,,,,,,,,,,,,,,,,,,,,
PAY-04706,2025-03-21,ShopB,Alkaline,8.07,,,,,,,,,,,,,,,,,,,,,,
PAY-04707,2025-03-21,ShopB,Alkaline,30.47,,,,,,,,,,,,,,,,,,,,,,
PAY-04708,2025-03-21,ShopB,RO,30.95,,,,,,,,,,,,,,,,,,,,,,
PAY-04709,2025-03-21,ShopB,RO,19.55,,,,,,,,,,,,,,,,,,,,,,
PAY-04710,2025-03-21,ShopB,RO,20.49,,,,,,,,,,,,,,,,,,,,,,
PAY-04711,2025-03-21,ShopB,Hydrogen,33.2,,,,,,,,,,,,,,,,,,,,,,
PAY-04712,2025-03-21,ShopB,Ice,30.5,,,,,,,,,,,,,,,,,,,,,,
PAY-04713,2025-03-21,ShopB,Ice,19.5,,,,,,,,,,,,,,,,,,,,,,
PAY-04714,2025-03-21,ShopB,Ice,34.24,,,,,,,,,,,,,,,,,,,,,,
PAY-04715,2025-03-21,ShopB,UV,8.01,,,,,,,,,,,,,,,,,,,,,,
PAY-04716,2025-03-21,ShopB,UV,12.27,,,,,,,,,,,,,,,,,,,,,,
PAY-04717,2025-03-21,ShopB,UV,21.61,,,,,,,,,,,,,,,,,,,,,,
PAY-04718,2025-03-21,ShopB,UV,35.36,,,,,,,,,,,,,,,,,,,,,,
PAY-04719,2025-03-21,ShopB,Mineral,7.31,,,,,,,,,,,,,,,,,,,,,,
PAY-04720,2025-03-21,ShopB,Mineral,38.6,,,,,,,,,,,,,,,,,,,,,,
PAY-04721,2025-03-21,ShopC,Alkaline,8.1,,,,,,,,,,,,,,,,,,,,,,
PAY-04722,2025-03-21,ShopC,Alkaline,19.33,,,,,,,,,,,,,,,,,,,,,,
PAY-04723,2025-03-21,ShopC,Alkaline,37.0,,,,,,,,,,,,,,,,,,,,,,
PAY-04724,2025-03-21,ShopC,RO,11.12,,,,,,,,,,,,,,,,,,,,,,
PAY-04725,2025-03-21,ShopC,RO,21.17,,,,,,,,,,,,,,,,,,,,,,
PAY-04726,2025-03-21,ShopC,RO,24.88,,,,,,,,,,,,,,,,,,,,,,
PAY-04727,2025-03-21,ShopC,Hydrogen,11.97,,,,,,,,,,,,,,,,,,,,,,
PAY-04728,2025-03-21,ShopC,Ice,15.13,,,,,,,,,,,,,,,,,,,,,,
PAY-04729,2025-03-21,ShopC,Ice,22.17,,,,,,,,,,,,,,,,,,,,,,
PAY-04730,2025-03-21,ShopC,Ice,33.8,,,,,,,,,,,,,,,,,,,,,,
PAY-04731,2025-03-21,ShopC,UV,34.21,,,,,,,,,,,,,,,,,,,,,,
PAY-04732,2025-03-21,ShopC,UV,15.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04733,2025-03-21,ShopC,Mineral,30.89,,,,,,,,,,,,,,,,,,,,,,
PAY-04734,2025-03-21,ShopC,Mineral,12.86,,,,,,,,,,,,,,,,,,,,,,
PAY-04735,2025-03-21,ShopC,Mineral,32.69,,,,,,,,,,,,,,,,,,,,,,
PAY-04736,2025-03-21,ShopC,Mineral,10.39,,,,,,,,,,,,,,,,,,,,,,
PAY-04737,2025-03-22,ShopA,Alkaline,38.46,,,,,,,,,,,,,,,,,,,,,,
PAY-04738,2025-03-22,ShopA,Alkaline,34.2,,,,,,,,,,,,,,,,,,,,,,
PAY-04739,2025-03-22,ShopA,RO,9.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04740,2025-03-22,ShopA,RO,28.31,,,,,,,,,,,,,,,,,,,,,,
PAY-04741,2025-03-22,ShopA,RO,15.07,,,,,,,,,,,,,,,,,,,,,,
PAY-04742,2025-03-22,ShopA,Hydrogen,22.22,,,,,,,,,,,,,,,,,,,,,,
PAY-04743,2025-03-22,ShopA,Ice,27.57,,,,,,,,,,,,,,,,,,,,,,
PAY-04744,2025-03-22,ShopA,Ice,6.0,,,,,,,,,,,,,,,,,,,,,,
PAY-04745,2025-03-22,ShopA,Ice,31.77,,,,,,,,,,,,,,,,,,,,,,
PAY-04746,2025-03-22,ShopA,Ice,22.26,,,,,,,,,,,,,,,,,,,,,,
PAY-04747,2025-03-22,ShopA,Ice,38.97,,,,,,,,,,,,,,,,,,,,,,
PAY-04748,2025-03-22,ShopA,UV,31.09,,,,,,,,,,,,,,,,,,,,,,
PAY-04749,2025-03-22,ShopA,UV,25.34,,,,,,,,,,,,,,,,,,,,,,
PAY-04750,2025-03-22,ShopA,UV,24.8,,,,,,,,,,,,,,,,,,,,,,
PAY-04751,2025-03-22,ShopA,UV,35.39,,,,,,,,,,,,,,,,,,,,,,
PAY-04752,2025-03-22,ShopA,Mineral,29.01,,,,,,,,,,,,,,,,,,,,,,
PAY-04753,2025-03-22,ShopA,Mineral,39.1,,,,,,,,,,,,,,,,,,,,,,
PAY-04754,2025-03-22,ShopA,Mineral,33.64,,,,,,,,,,,,,,,,,,,,,,
PAY-04755,2025-03-22,ShopA,Mineral,18.06,,,,,,,,,,,,,,,,,,,,,,
PAY-04756,2025-03-22,ShopA,Mineral,30.65,,,,,,,,,,,,,,,,,,,,,,
PAY-04757,2025-03-22,ShopB,RO,10.7,,,,,,,,,,,,,,,,,,,,,,
PAY-04758,2025-03-22,ShopB,RO,7.05,,,,,,,,,,,,,,,,,,,,,,
PAY-04759,2025-03-22,ShopB,Hydrogen,21.14,,,,,,,,,,,,,,,,,,,,,,
PAY-04760,2025-03-22,ShopB,Hydrogen,29.26,,,,,,,,,,,,,,,,,,,,,,
PAY-04761,2025-03-22,ShopB,Ice,10.72,,,,,,,,,,,,,,,,,,,,,,
PAY-04762,2025-03-22,ShopB,Ice,14.54,,,,,,,,,,,,,,,,,,,,,,
PAY-04763,2025-03-22,ShopB,UV,27.27,,,,,,,,,,,,,,,,,,,,,,
PAY-04764,2025-03-22,ShopB,UV,38.43,,,,,,,,,,,,,,,,,,,,,,
PAY-04765,2025-03-22,ShopB,UV,6.71,,,,,,,,,,,,,,,,,,,,,,
PAY-04766,2025-03-22,ShopB,Mineral,23.54,,,,,,,,,,,,,,,,,,,,,,
PAY-04767,2025-03-22,ShopB,Mineral,37.77,,,,,,,,,,,,,,,,,,,,,,
PAY-04768,2025-03-22,ShopC,Alkaline,11.78,,,,,,,,,,,,,,,,,,,,,,
PAY-04769,2025-03-22,ShopC,Alkaline,26.98,,,,,,,,,,,,,,,,,,,,,,
PAY-04770,2025-03-22,ShopC,Alkaline,31.76,,,,,,,,,,,,,,,,,,,,,,
PAY-04771,2025-03-22,ShopC,Alkaline,25.96,,,,,,,,,,,,,,,,,,,,,,
PAY-04772,2025-03-22,ShopC,RO,24.03,,,,,,,,,,,,,,,,,,,,,,
PAY-04773,2025-03-22,ShopC,Hydrogen,33.94,,,,,,,,,,,,,,,,,,,,,,
PAY-04774,2025-03-22,ShopC,Hydrogen,28.97,,,,,,,,,,,,,,,,,,,,,,
PAY-04775,2025-03-22,ShopC,Ice,14.5,,,,,,,,,,,,,,,,,,,,,,
PAY-04776,2025-03-22,ShopC,Ice,29.43,,,,,,,,,,,,,,,,,,,,,,
PAY-04777,2025-03-22,ShopC,UV,8.35,,,,,,,,,,,,,,,,,,,,,,
PAY-04778,2025-03-22,ShopC,UV,25.3,,,,,,,,,,,,,,,,,,,,,,
